time_index,Moisture1,Water,Humidity_environment,group,weight,Temperature_environment ,Recipe,Temperature1
07.01.2024 03:10,3.5,43.6,97.631,28871448,291,-0.99,17,224.5
07.01.2024 03:20,3.07,43.6,97.424,28871448,291,-0.8,17,224.5
07.01.2024 03:27,3.3,43.6,96.748,28871448,290,,17,224.6
07.01.2024 03:35,3.3,43.6,99.577,28871448,291,-1.04,17,224.5
07.01.2024 03:44,3.3,43.6,99.746,28871448,291,-1.34,17,224.5
07.01.2024 03:54,3.44,43.6,97.359,28871448,289,-1.51,17,224.6
07.01.2024 04:02,3.3,43.6,96.766,28871448,291,,17,224.6
07.01.2024 04:11,3.3,43.6,97.763,28871448,290,-1.05,17,224.5
07.01.2024 04:19,3.3,43.6,95.723,28871448,290,-1.35,17,224.6
07.01.2024 04:31,3.21,43.6,98.299,28871448,291,-1.68,17,224.6
07.01.2024 04:37,3.3,43.6,98.928,28871448,290,-1.39,17,224.5
07.01.2024 04:46,3.3,43.6,97.171,28871448,292,-1.39,17,224.5
07.01.2024 05:00,3.38,41.7,96.879,28871487,275,,13,227.8
07.01.2024 05:10,3.07,41.7,96.146,28871487,275,-1.01,13,4
07.01.2024 05:42,3.54,41.7,93.58,28871487,275,-1.77,13,4.2
07.01.2024 05:47,3.3,41.7,94.792,28871487,275,-1.73,13,4
09.01.2024 13:08,3.53,47.5,53.724,28889685,291,7.76,15,229.9
09.01.2024 13:23,3.52,47.5,51.957,28889685,290,,15,230
09.01.2024 13:36,3.35,47,50.453,28889685,291,,15,229.8
09.01.2024 14:10,3.58,47,52.173,28889685,290,12.05,15,230
09.01.2024 23:16,3.57,47,94.341,288847,291,4.5,16,226.6
09.01.2024 23:21,3.34,46.7,94.463,288847,291,4.81,16,227.2
09.01.2024 23:29,3.51,46.7,93.73,288847,290,,16,227.7
09.01.2024 23:40,3.45,46.5,93.787,288847,289,4.51,16,227.9
10.01.2024 00:30,3.54,46.5,94.839,288847,291,4.5,16,4.1
10.01.2024 00:39,3.58,46.3,94.003,288847,290,,16,4.5
10.01.2024 01:25,3.06,46.1,91.747,288847,291,4.44,16,4.8
10.01.2024 02:12,3,46.1,96.259,288847,290,4.27,16,4.7
10.01.2024 02:47,3.43,46.1,91.098,288847,291,4.59,16,4.7
10.01.2024 03:11,3.32,40,90.779,28889570,275,4.58,14,220.1
10.01.2024 03:16,3.33,40,90.797,28889570,275,,14,220.5
10.01.2024 03:42,3.03,40,90.732,28889570,275,,14,220.8
10.01.2024 04:13,3.19,40.5,89.792,28889570,275,,14,221.1
10.01.2024 15:53,3.25,47.5,81.238,28889533,288,10.51,7,232.9
10.01.2024 15:59,3.12,46.5,81.811,28889533,289,,7,233.1
10.01.2024 16:05,3.12,46.5,82.469,28889533,289,10.54,7,233.2
10.01.2024 16:13,3.31,47,83.061,28889533,291,,7,233.2
10.01.2024 16:21,3.31,47,85.383,28889533,291,10.28,7,233.1
10.01.2024 16:32,3.19,40.5,87.761,28889570,271,,14,221.2
10.01.2024 16:57,3.17,46,93.138,288847,288,9.75,16,4.8
10.01.2024 17:42,3.17,46.2,95.723,288847,291,9.41,16,4.6
10.01.2024 18:28,3.3,46.4,99.624,288847,290,,16,4.5
10.01.2024 19:05,3.3,46.4,99.981,288847,289,,16,4.4
10.01.2024 19:19,3.23,46.4,99.991,288847,292,8.55,16,4.3
10.01.2024 19:27,3.23,46.4,99.991,288847,290,8.44,16,4.4
10.01.2024 19:38,3.23,46.4,99.154,288847,290,,16,4.3
10.01.2024 19:47,3.34,46.5,99.445,28900141,291,8.22,7,233.4
10.01.2024 19:57,2.86,46.5,100,28889685,289,,15,230
10.01.2024 20:03,2.86,46.5,100,28889685,291,8.26,15,230
10.01.2024 20:09,3.25,46,99.953,28889685,290,7.92,15,229.8
10.01.2024 20:17,3.25,46,99.953,28889685,289,7.89,15,229.8
10.01.2024 20:24,3.25,46,99.953,28889685,290,7.89,15,229.8
10.01.2024 20:32,3.25,46,99.953,28889685,290,7.88,15,229.7
10.01.2024 20:45,3.37,46,99.953,28889685,290,7.8,15,229.7
10.01.2024 20:51,3.37,46,99.953,28889685,290,,15,229.6
10.01.2024 20:57,3.37,46,99.953,28889685,290,7.74,15,229.6
10.01.2024 21:03,3.37,46,99.953,28889685,290,,15,229.7
10.01.2024 21:14,3.15,45.8,99.953,28889685,289,7.64,15,229.7
10.01.2024 21:21,3.15,45.8,99.953,28889685,289,,15,229.6
10.01.2024 21:27,3.15,45.8,99.953,28889685,289,7.68,15,229.7
10.01.2024 21:36,3.15,45.8,99.953,28889685,290,7.75,15,229.7
10.01.2024 21:43,3.19,45.8,99.953,28889685,291,7.75,15,229.5
10.01.2024 21:50,3.19,45.8,99.953,28889685,289,7.74,15,229.7
10.01.2024 21:59,3.3,45.8,99.953,28889685,290,7.69,15,229.5
10.01.2024 22:07,3.3,45.8,99.953,28889685,289,7.67,15,229.5
10.01.2024 22:24,3.53,45.8,99.953,28889685,289,,15,229.6
11.01.2024 00:29,3.5,46.4,88.946,288847,289,,16,4.3
11.01.2024 00:53,3.2,46.1,88.081,288847,290,6.71,16,4.4
11.01.2024 01:43,3.43,46.1,86.22,288847,291,,16,4.4
11.01.2024 02:27,3.26,46.1,88.767,288847,288,6.05,16,4.3
11.01.2024 02:57,3.04,47,91.587,28889687,290,5.7,20,232.1
11.01.2024 03:03,3.04,47,91.089,28889687,290,,20,232.1
11.01.2024 03:11,3.04,47,90.901,28889687,291,5.75,20,232.1
11.01.2024 03:19,3.04,47,90.572,28889687,290,,20,232.1
11.01.2024 03:27,3.45,47.3,90.29,28889687,289,5.7,20,232.4
11.01.2024 03:35,2.3,47.3,90.468,28889687,289,5.58,20,232.4
11.01.2024 03:45,3.3,47.3,90.468,28889687,291,5.65,20,232.3
11.01.2024 03:51,3.3,47.3,88.701,28889687,291,5.68,20,232.3
11.01.2024 03:57,3.35,47.3,88.071,28889687,289,5.64,20,232.3
11.01.2024 04:06,3.53,46.8,86.596,28889533,290,5.64,7,233.4
11.01.2024 04:13,3.3,46.8,86.126,28889533,290,5.64,7,233.2
11.01.2024 04:20,3.3,46.8,85.9,28889533,291,5.64,7,233.3
11.01.2024 04:30,3.28,46.6,85.026,28889533,289,,7,232.9
11.01.2024 04:39,3.3,46.6,86.314,28889533,290,5.53,7,232.8
11.01.2024 04:45,3.3,46.6,86.633,28889533,291,,7,232.8
11.01.2024 04:54,3.17,45.8,87.93,28889685,290,5.47,15,229.5
11.01.2024 05:08,3.3,45.8,86.831,28889685,290,5.46,15,229.6
11.01.2024 05:16,3.3,45.8,87.225,28889685,289,5.4,15,229.6
11.01.2024 05:23,3.11,45.9,87.122,28889685,291,5.33,15,229.7
11.01.2024 05:30,3.3,45.9,87.489,28889685,288,5.11,15,229.6
11.01.2024 05:38,3.3,45.9,89.256,28889685,291,,15,229.5
11.01.2024 05:46,3.3,45.9,89.547,28889685,290,4.93,15,229.5
11.01.2024 05:54,3.31,46.1,90.76,28889685,290,,15,229.7
11.01.2024 06:02,3.31,46.1,90.572,28889685,292,4.8,15,229.6
11.01.2024 06:10,3.31,46.1,90.403,28889685,290,4.66,15,229.7
11.01.2024 06:18,3.31,46.1,90.403,28889685,289,4.73,15,229.6
11.01.2024 06:25,3.04,46.1,88.363,28889685,291,4.82,15,229.6
11.01.2024 06:33,3.04,46.1,88.137,28889685,289,4.81,15,229.6
11.01.2024 06:41,3.04,46.1,88.006,28889685,290,4.88,15,229.6
11.01.2024 06:48,3.04,46.1,87.968,28889685,289,,15,229.6
11.01.2024 06:57,3.15,46.3,87.968,28889685,291,4.89,15,229.6
11.01.2024 07:06,3.15,46.3,87.178,28889685,290,,15,229.5
11.01.2024 07:12,3.15,46.3,86.567,28889685,291,4.78,15,229.5
11.01.2024 07:19,3.15,46.3,86.558,28889685,290,4.61,15,229.5
11.01.2024 07:27,3.32,46.4,86.013,28889685,288,4.68,15,229.5
11.01.2024 07:36,3.32,46.4,84.424,28889685,291,4.72,15,229.6
11.01.2024 07:51,3.13,46.1,84.443,288847,289,4.7,16,4.3
11.01.2024 08:10,3.25,46.5,85.439,288847,290,4.72,16,4.4
11.01.2024 08:55,3.3,47,86.774,28889533,290,4.62,7,232.7
11.01.2024 09:01,3.24,47,86.248,28889533,289,4.62,7,232.5
11.01.2024 09:07,3.24,47,87.094,28889533,290,,7,232.6
11.01.2024 09:15,3.24,47,89.237,28889533,290,4.62,7,232.5
11.01.2024 09:23,3.24,47,90.224,28889533,290,,7,232.5
11.01.2024 09:32,2.81,47,90.826,28889534,289,4.65,20,237.8
11.01.2024 09:41,3.29,47,88.711,28889534,290,,20,237.8
11.01.2024 09:46,3.44,47,86.981,28889534,290,4.78,20,237.2
11.01.2024 09:55,3.49,46.9,86.868,28900143,289,4.79,4,233
11.01.2024 10:05,3.11,47.3,86.868,28889687,291,5.04,20,232.3
11.01.2024 10:10,3.11,47.3,85.392,28889687,289,5.24,20,232.4
11.01.2024 10:18,3.11,47.3,81.435,28889687,291,5.47,20,232.3
11.01.2024 11:55,3.39,47.7,71.01,28889687,290,7.69,20,232.5
11.01.2024 12:02,3.39,47.7,70.23,28889687,289,7.81,20,232.4
11.01.2024 12:09,3.39,47.7,67.927,28889687,291,8.93,20,232.5
11.01.2024 12:20,3.03,47.2,63.265,28889533,290,9.41,7,232.6
11.01.2024 12:25,3.37,47.2,64.402,28889533,291,9.33,7,233.1
11.01.2024 12:33,3.37,47.2,62.992,28889533,290,,7,233.1
11.01.2024 12:40,3.37,47.2,62.983,28889533,289,9.01,7,233
11.01.2024 12:48,3.37,47.2,60.84,28889533,289,,7,233.1
11.01.2024 12:57,3.12,46.6,60.229,28889685,289,9.43,15,229.6
11.01.2024 13:09,3.2,46.9,59.016,28889685,292,9.56,15,229.6
11.01.2024 13:36,3.33,46.9,60.793,28889685,290,9.61,15,229.6
11.01.2024 13:46,3.33,46.9,60.031,28889685,290,,15,229.7
11.01.2024 13:51,3.33,46.9,60.558,28889685,290,9.61,15,229.7
11.01.2024 14:06,3.52,46.9,59.618,28889685,291,9.61,15,229.8
11.01.2024 14:38,3.33,46.7,61.394,28889685,290,,15,229.6
11.01.2024 15:01,3.33,46.7,69.046,28889685,290,8.89,15,229.6
11.01.2024 15:09,3.54,46.7,71.443,28889685,291,8.6,15,229.7
11.01.2024 15:17,3.38,47.1,73.501,28889533,290,8.46,7,233.1
11.01.2024 15:24,3.38,47.1,74.169,28889533,288,8.27,7,233.2
11.01.2024 15:31,3.38,47.1,73.464,28889533,289,8.28,7,233.3
11.01.2024 15:40,3.38,47.1,73.934,28889533,290,8.16,7,233.1
11.01.2024 15:52,3.55,47.1,75.438,28889533,291,,7,233.1
11.01.2024 15:57,3.55,47.1,76.425,28889533,289,8,7,233.2
11.01.2024 16:03,3.55,47.1,76.321,28889533,291,,7,233.2
11.01.2024 16:11,3.55,47.1,76.265,28889533,291,7.88,7,233.3
11.01.2024 16:20,3.03,43.3,76.575,28901537,291,7.82,17,226
11.01.2024 16:28,3.11,43.8,75.071,28901537,289,7.82,17,227.1
11.01.2024 16:47,3.35,44,72.279,28901537,290,7.86,17,226.8
11.01.2024 17:21,3.39,44,67.636,28901537,291,8.05,17,227
11.01.2024 17:39,3,44,66.771,28901537,293,,17,227.3
11.01.2024 17:56,3,44,70.39,28901537,290,7.79,17,227.3
11.01.2024 18:13,3.17,44,70.625,28901537,290,7.7,17,227.6
11.01.2024 18:31,3.47,47.5,71.866,28889687,290,7.51,20,232.5
11.01.2024 18:38,3.47,47.5,70.616,28889687,290,,20,232.5
11.01.2024 18:46,3.47,47.5,69.995,28889687,290,7.38,20,232.5
11.01.2024 18:53,3.47,47.5,68.397,28889687,290,,20,232.4
11.01.2024 19:04,3.2,47,68.115,28889687,290,7.3,20,232.4
11.01.2024 19:09,3.2,47,69.281,28889687,290,7.29,20,232.5
11.01.2024 19:16,3.2,47,69.76,28889687,288,7.31,20,232.5
11.01.2024 19:26,3.45,46.5,71.584,28889686,291,7.23,4,233.3
11.01.2024 19:32,3.45,46.5,72.298,28889686,290,7.14,4,234.6
11.01.2024 19:40,3,46.3,74.009,28889686,290,7.1,4,234.5
11.01.2024 19:47,3,46.3,75.184,28889686,290,6.98,4,234.5
11.01.2024 19:55,3.45,46.5,77.205,28889686,291,6.9,4,234.9
11.01.2024 20:03,3.45,46.5,78.596,28889686,291,,4,234.8
11.01.2024 20:26,3.57,46.3,80.833,28889686,290,6.49,4,235.1
11.01.2024 20:34,3.57,46.3,82.977,28889686,289,6.34,4,235
11.01.2024 20:42,3.57,46.3,83.522,28889686,290,6.43,4,235.1
11.01.2024 20:49,3.57,46.3,84.763,28889686,289,6.26,4,235.1
11.01.2024 20:57,3.38,46,84.603,28889686,291,6.37,4,235
11.01.2024 21:20,3.38,46,87.545,28889686,291,6.13,4,235
11.01.2024 21:29,3.06,46.4,88.682,28889685,291,,15,229.6
11.01.2024 21:36,3.06,46.4,89.716,28889685,292,6.12,15,229.6
11.01.2024 21:43,3.06,46.4,87.789,28889685,289,,15,229.7
11.01.2024 21:51,3.06,46.4,88.739,28889685,292,6.14,15,229.7
11.01.2024 21:59,3.33,46.6,89.895,28889685,289,5.89,15,229.6
11.01.2024 22:15,3.33,46.6,93.514,28889685,290,5.81,15,229.6
11.01.2024 22:34,3.28,46.6,96.043,28889685,292,5.71,15,229.6
11.01.2024 22:40,3.28,46.6,95.328,28889685,291,,15,229.6
11.01.2024 22:46,3.28,46.6,94.567,28889685,288,6.15,15,229.6
11.01.2024 22:53,3.28,46.6,97.001,28889685,290,5.9,15,229.7
11.01.2024 23:02,3.26,46,98.12,28889686,290,5.76,4,235.2
11.01.2024 23:09,3.26,46,98.957,28889686,291,5.85,4,235.1
11.01.2024 23:16,3.26,46,99.925,28889686,288,5.48,4,235.1
11.01.2024 23:24,3.26,46,99.925,28889686,290,5.89,4,235
11.01.2024 23:32,3.57,46,99.784,28889686,290,5.89,4,235
11.01.2024 23:41,3.13,44,99.915,28901537,289,5.86,17,227.7
11.01.2024 23:49,3.13,44,99.915,28901537,290,5.92,17,227.7
12.01.2024 00:16,3.13,44,99.445,28901537,290,5.74,17,227.6
12.01.2024 00:34,3.13,47,99.558,28889534,290,,20,237.2
12.01.2024 00:40,3.13,47,98.656,28889534,291,5.85,20,237.2
12.01.2024 00:47,3.13,47,98.496,28889534,289,,20,237.2
12.01.2024 00:56,3.14,47,99.915,28889534,290,5.54,20,237.3
12.01.2024 01:02,3.38,47,99.652,28889534,290,,20,237.2
12.01.2024 01:10,3.38,47,99.887,28889534,290,5.65,20,237.3
12.01.2024 01:19,3.6,47,99.793,28889533,290,5.78,7,233.5
12.01.2024 01:26,3,47,99.887,28889533,293,5.78,7,233.1
12.01.2024 01:34,3.58,47,99.915,28889533,289,5.61,7,232.7
12.01.2024 01:42,3.33,46.5,99.915,28889533,291,5.55,7,232.7
12.01.2024 01:50,3.33,46.5,99.915,28889533,290,5.74,7,232.7
12.01.2024 01:59,3.52,46.6,99.746,28889685,290,,15,229.8
12.01.2024 02:06,3.39,46,99.925,28889685,291,5.6,15,229.8
12.01.2024 02:13,3.39,46,99.925,28889685,291,,15,229.8
12.01.2024 02:29,3.47,46,99.925,28889685,289,,15,229.8
12.01.2024 02:52,3.47,46,99.897,28889685,289,5.83,15,229.6
12.01.2024 03:00,3.25,46,99.897,28889685,289,5.67,15,229.6
12.01.2024 03:24,3.41,46,99.897,28889686,289,,4,235
12.01.2024 03:31,3.41,46,99.897,28889686,289,6.03,4,235
12.01.2024 03:40,3.41,46,99.887,28889686,290,,4,235.2
12.01.2024 03:47,3.41,46,99.887,28889686,290,5.95,4,235
12.01.2024 03:53,3.28,46,99.633,28889686,289,5.76,4,235.1
12.01.2024 04:02,3.28,46,99.934,28889686,291,5.63,4,235
12.01.2024 04:12,3.34,44,99.821,28901537,289,5.45,17,227.7
12.01.2024 04:19,3.26,44,99.333,28901537,291,5.52,17,227.3
12.01.2024 04:47,3.26,44,99.455,28901537,291,5.76,17,227.3
12.01.2024 04:55,3.23,44,99.925,28901537,292,5.69,17,227.3
12.01.2024 05:03,3.23,44,99.925,28901537,290,,17,227.4
12.01.2024 05:12,3.23,44,99.925,28901537,290,5.85,17,227.4
12.01.2024 05:20,3.23,44,99.925,28901537,292,5.71,17,227.3
12.01.2024 05:29,3.15,44,99.925,28901537,290,5.7,17,227.3
12.01.2024 05:38,3.4,46,99.925,28889685,291,5.62,15,229.6
12.01.2024 05:52,3.4,46,99.925,28889685,289,,15,229.5
12.01.2024 06:00,3.4,46,99.925,28889685,290,5.17,15,229.6
12.01.2024 06:09,2.73,46,99.925,28889685,289,,15,229.5
12.01.2024 06:17,3.25,46,99.925,28889686,289,5.11,4,235
12.01.2024 06:23,3.26,46,99.925,28889686,290,4.78,4,235.6
12.01.2024 06:32,3.26,46,99.925,28889686,292,4.89,4,235.5
12.01.2024 06:40,3.26,46,99.925,28889686,291,4.96,4,235.4
12.01.2024 06:47,3.26,46,99.925,28889686,289,4.96,4,235.4
12.01.2024 06:54,3.13,46,99.925,28889686,289,4.77,4,235.3
12.01.2024 07:04,3.13,46,99.925,28889686,290,4.54,4,235.4
12.01.2024 07:10,3.12,46,99.925,28889686,291,3.8,4,235.3
12.01.2024 07:18,3.13,46,99.925,28889686,290,,4,235.3
12.01.2024 07:26,3.45,46.2,99.925,28889686,289,3.47,4,235.4
12.01.2024 07:34,3.45,46.2,99.868,28889686,291,,4,235.2
12.01.2024 07:41,3.45,46.2,99.868,28889686,290,3.32,4,235.2
12.01.2024 07:49,2.94,47,99.859,28889534,290,2.91,20,237.2
12.01.2024 07:56,3.42,47.3,99.859,28889534,290,2.83,20,236.8
12.01.2024 08:03,3.42,47.3,99.859,28889534,290,2.74,20,236.9
12.01.2024 08:11,3.42,47.3,99.859,28889534,290,2.74,20,236.8
12.01.2024 08:20,3.42,47.3,99.859,28889534,290,2.66,20,236.8
12.01.2024 08:28,3.14,47.3,99.859,28889534,290,2.49,20,237.1
12.01.2024 08:38,3.33,44,99.859,28901537,290,2.14,17,227.3
12.01.2024 08:45,3.33,44,99.859,28901537,290,2.02,17,227.3
12.01.2024 08:53,3.33,44,99.859,28901537,289,,17,227.3
12.01.2024 09:10,3.29,44.2,99.859,28901537,289,2.93,17,227.6
12.01.2024 09:29,3.29,44.2,99.859,28901537,290,3.54,17,227.5
12.01.2024 09:38,3.29,44.2,99.859,28901537,289,,17,227.7
12.01.2024 09:47,3.29,44.2,99.859,28901537,288,4.21,17,227.6
12.01.2024 09:56,3.05,44.4,99.859,28901537,290,4.67,17,227.6
12.01.2024 10:05,2.99,44.9,99.765,28901537,293,5.22,17,227.9
12.01.2024 10:13,3.1,45.4,96.268,28901537,291,,17,227.8
12.01.2024 10:24,3.4,46.5,95.084,28889533,290,5.8,7,232.7
12.01.2024 10:30,3.25,46.5,93.683,28889533,291,6.21,7,233.1
12.01.2024 10:36,3.25,46.5,92.865,28889533,290,6.33,7,233.1
12.01.2024 10:44,3.25,46.5,90.901,28889533,289,6.62,7,233.1
12.01.2024 10:52,3.25,46.5,89.293,28889533,290,6.82,7,233.1
12.01.2024 11:02,3.48,46.7,88.494,28889533,289,7.36,7,233
12.01.2024 11:08,3.48,46.7,85.082,28889533,289,,7,233
12.01.2024 11:15,3.48,46.7,86.37,28889533,289,7.9,7,233.1
12.01.2024 11:25,3.24,46.2,81.67,28889685,288,,15,229.4
12.01.2024 11:31,3.24,46.2,81.332,28889685,290,8.48,15,229.4
12.01.2024 11:39,3.24,46.2,78.784,28889685,290,8.83,15,229.4
12.01.2024 11:47,3.24,46.2,78.615,28889685,291,8.91,15,229.5
12.01.2024 11:55,3.27,46.4,76.923,28889685,290,9.24,15,229.3
12.01.2024 12:03,3.27,46.4,74.987,28889685,291,9.52,15,229.3
12.01.2024 12:13,3.27,46.4,73.727,28889685,288,9.95,15,229.4
12.01.2024 12:18,3.27,46.4,73.154,28889685,290,,15,229.4
12.01.2024 12:28,3.3,46.6,73.483,28889685,291,10.92,15,229.4
12.01.2024 12:34,3.3,46.6,71.067,28889685,290,,15,229.5
12.01.2024 12:42,3.3,46.6,67.514,28889685,290,11.56,15,229.4
12.01.2024 12:49,3.3,46.6,64.534,28889685,291,12.02,15,229.5
12.01.2024 12:58,3.45,46.2,63.002,28889686,289,12.26,4,235.3
12.01.2024 13:08,3.51,46.2,60.229,28889686,287,12.98,4,235.6
12.01.2024 13:17,3.02,45.9,57.775,28889686,291,12.99,4,235.5
12.01.2024 13:23,3.02,45.9,56.76,28889686,291,14.03,4,235.6
12.01.2024 13:28,3.58,46.1,56.262,28889686,290,,4,235.6
12.01.2024 13:36,3.44,45.9,54.109,28889686,290,14.57,4,235.6
12.01.2024 13:44,3.44,45.9,53.103,28889686,290,,4,235.6
12.01.2024 13:52,3.44,45.9,51.656,28889686,289,15.2,4,235.6
12.01.2024 14:00,3.44,45.9,48.949,28889686,290,16.3,4,235.6
12.01.2024 14:07,3.29,45.9,49.127,28889686,291,16.13,4,235.3
12.01.2024 14:14,3.29,45.9,47.05,28889686,290,16.93,4,235.5
12.01.2024 14:23,3.29,45.9,46.232,28889686,290,16.72,4,235.4
12.01.2024 14:30,3.29,45.9,45.659,28889686,290,16.99,4,235.3
12.01.2024 14:38,3.04,46.2,44.267,28889686,290,17.69,4,235.3
12.01.2024 14:45,3.04,46.2,45.038,28889686,289,18.01,4,235.3
12.01.2024 14:52,3.17,46.7,45.433,28889686,290,18.28,4,235.1
12.01.2024 15:00,3.17,46.7,48.873,28889686,290,18.04,4,235.1
12.01.2024 15:09,3.17,46.8,49.259,28889686,290,,4,235.1
12.01.2024 15:17,3.17,46.8,49.108,28889686,290,18.25,4,235
12.01.2024 15:24,3.17,46.8,49.052,28889686,290,,4,235.1
12.01.2024 15:32,3.03,45,49.165,28901537,291,18.87,17,227.8
12.01.2024 15:50,3.04,45.5,51.863,28901537,289,18.69,17,227.7
12.01.2024 16:07,3.35,46,51.562,28901537,290,18.85,17,227.4
12.01.2024 16:42,3.23,46,54.908,28901537,289,17.54,17,227.4
12.01.2024 17:18,3.09,46.3,67.72,28901537,290,13.26,17,227.5
12.01.2024 17:53,3.48,47.5,76.932,28889534,291,10.78,20,236.9
12.01.2024 17:58,3.48,47.5,78.963,28889534,289,10.27,20,237
12.01.2024 18:06,3.31,47,80.777,28889534,290,9.89,20,237
12.01.2024 18:15,3.31,47,80.88,28889534,291,9.76,20,236.9
12.01.2024 18:21,3.31,47,85.392,28889534,290,8.88,20,237
